Status,table_name,column_name,description,Note
,outpatient_occurrnce_codes,RLT_OCRNC_CD_SEQ,Claim Related Occurrence Code Sequence,
,outpatient_occurrnce_codes,CLM_RLT_OCRNC_CD,Claim Related Occurrence Code,
,outpatient_occurrnce_codes,CLM_RLT_OCRNC_DT,Claim Related Occurrence Date,
,hospice_base_claims,BENE_ID,Encrypted 723 Beneficiary ID,
,hospice_base_claims,CLM_ID,Encrypted Claim ID,
,hospice_base_claims,NCH_NEAR_LINE_REC_IDENT_CD,NCH Near Line Record Identification Code,
,hospice_base_claims,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,hospice_base_claims,CLM_FROM_DT,Claim From Date,
,hospice_base_claims,CLM_THRU_DT,Claim Through Date  (Determines Year of Claim),
,hospice_base_claims,NCH_WKLY_PROC_DT,NCH Weekly Claim Processing Date,
,hospice_base_claims,FI_CLM_PROC_DT,FI Claim Process Date,
,hospice_base_claims,PRVDR_NUM,Provider Number,
,hospice_base_claims,CLM_FAC_TYPE_CD,Claim Facility Type Code,
,hospice_base_claims,CLM_SRVC_CLSFCTN_TYPE_CD,Claim Service classification Type Code,
,hospice_base_claims,CLM_FREQ_CD,Claim Frequency Code,
,hospice_base_claims,FI_NUM,FI Number,
,hospice_base_claims,CLM_MDCR_NON_PMT_RSN_CD,Claim Medicare Non Payment Reason Code,
,hospice_base_claims,CLM_PMT_AMT,Claim Payment Amount,
,hospice_base_claims,NCH_PRMRY_PYR_CLM_PD_AMT,NCH Primary Payer Claim Paid Amount,
,hospice_base_claims,NCH_PRMRY_PYR_CD,NCH Primary Payer Code,
,hospice_base_claims,PRVDR_STATE_CD,NCH Provider State Code,
,hospice_base_claims,ORG_NPI_NUM,Organization NPI Number,
,hospice_base_claims,AT_PHYSN_UPIN,Claim Attending Physician UPIN Number,
,hospice_base_claims,AT_PHYSN_NPI,Claim Attending Physician NPI Number,
,hospice_base_claims,PTNT_DSCHRG_STUS_CD,Patient Discharge Status Code,
,hospice_base_claims,CLM_TOT_CHRG_AMT,Claim Total Charge Amount,
,hospice_base_claims,NCH_PTNT_STATUS_IND_CD,NCH Patient Status Indicator Code,
,hospice_base_claims,CLM_UTLZTN_DAY_CNT,Claim Utilization Day Count,
,hospice_base_claims,NCH_BENE_DSCHRG_DT,NCH Beneficiary Discharge Date,
,hospice_base_claims,PRNCPAL_DGNS_CD,Primary Claim Diagnosis Code,
,hospice_base_claims,PRNCPAL_DGNS_VRSN_CD,Primary Claim Diagnosis Code Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD1,Claim Diagnosis Code I,
,hospice_base_claims,ICD_DGNS_VRSN_CD1,Claim Diagnosis Code I Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD2,Claim Diagnosis Code II,
,hospice_base_claims,ICD_DGNS_VRSN_CD2,Claim Diagnosis Code II Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD3,Claim Diagnosis Code III,
,hospice_base_claims,ICD_DGNS_VRSN_CD3,Claim Diagnosis Code III Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD4,Claim Diagnosis Code IV,
,hospice_base_claims,ICD_DGNS_VRSN_CD4,Claim Diagnosis Code IV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD5,Claim Diagnosis Code V,
,hospice_base_claims,ICD_DGNS_VRSN_CD5,Claim Diagnosis Code V Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD6,Claim Diagnosis Code VI,
,hospice_base_claims,ICD_DGNS_VRSN_CD6,Claim Diagnosis Code VI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD7,Claim Diagnosis Code VII,
,hospice_base_claims,ICD_DGNS_VRSN_CD7,Claim Diagnosis Code VII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD8,Claim Diagnosis Code VIII,
,hospice_base_claims,ICD_DGNS_VRSN_CD8,Claim Diagnosis Code VIII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD9,Claim Diagnosis Code IX,
,hospice_base_claims,ICD_DGNS_VRSN_CD9,Claim Diagnosis Code IX Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD10,Claim Diagnosis Code X,
,hospice_base_claims,ICD_DGNS_VRSN_CD10,Claim Diagnosis Code X Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD11,Claim Diagnosis Code XI,
,hospice_base_claims,ICD_DGNS_VRSN_CD11,Claim Diagnosis Code XI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD12,Claim Diagnosis Code XII,
,hospice_base_claims,ICD_DGNS_VRSN_CD12,Claim Diagnosis Code XII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD13,Claim Diagnosis Code XIII,
,hospice_base_claims,ICD_DGNS_VRSN_CD13,Claim Diagnosis Code XIII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD14,Claim Diagnosis Code XIV,
,hospice_base_claims,ICD_DGNS_VRSN_CD14,Claim Diagnosis Code XIV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD15,Claim Diagnosis Code XV,
,hospice_base_claims,ICD_DGNS_VRSN_CD15,Claim Diagnosis Code XV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD16,Claim Diagnosis Code XVI,
,hospice_base_claims,ICD_DGNS_VRSN_CD16,Claim Diagnosis Code XVI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD17,Claim Diagnosis Code XVII,
,hospice_base_claims,ICD_DGNS_VRSN_CD17,Claim Diagnosis Code XVII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD18,Claim Diagnosis Code XVIII,
,hospice_base_claims,ICD_DGNS_VRSN_CD18,Claim Diagnosis Code XVIII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD19,Claim Diagnosis Code XIX,
,hospice_base_claims,ICD_DGNS_VRSN_CD19,Claim Diagnosis Code XIX Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD20,Claim Diagnosis Code XX,
,hospice_base_claims,ICD_DGNS_VRSN_CD20,Claim Diagnosis Code XX Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD21,Claim Diagnosis Code XXI,
,hospice_base_claims,ICD_DGNS_VRSN_CD21,Claim Diagnosis Code XXI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD22,Claim Diagnosis Code XXII,
,hospice_base_claims,ICD_DGNS_VRSN_CD22,Claim Diagnosis Code XXII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD23,Claim Diagnosis Code XXIII,
,hospice_base_claims,ICD_DGNS_VRSN_CD23,Claim Diagnosis Code XXIII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD24,Claim Diagnosis Code XXIV,
,hospice_base_claims,ICD_DGNS_VRSN_CD24,Claim Diagnosis Code XXIV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_CD25,Claim Diagnosis Code XXV,
,hospice_base_claims,ICD_DGNS_VRSN_CD25,Claim Diagnosis Code XXV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,FST_DGNS_E_CD,First Claim Diagnosis E Code,
,hospice_base_claims,FST_DGNS_E_VRSN_CD,First Claim Diagnosis E Code Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD1,Claim Diagnosis E Code I,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD1,Claim Diagnosis E Code I Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD2,Claim Diagnosis E Code II,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD2,Claim Diagnosis E Code II Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD3,Claim Diagnosis E Code III,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD3,Claim Diagnosis E Code III Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD4,Claim Diagnosis E Code IV,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD4,Claim Diagnosis E Code IV Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD5,Claim Diagnosis E Code V,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD5,Claim Diagnosis E Code V Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD6,Claim Diagnosis E Code VI,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD6,Claim Diagnosis E Code VI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD7,Claim Diagnosis E Code VII,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD7,Claim Diagnosis E Code VII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD8,Claim Diagnosis E Code VIII,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD8,Claim Diagnosis E Code VIII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD9,Claim Diagnosis E Code IX,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD9,Claim Diagnosis E Code IX Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD10,Claim Diagnosis E Code X,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD10,Claim Diagnosis E Code X Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD11,Claim Diagnosis E Code XI,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD11,Claim Diagnosis E Code XI Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,ICD_DGNS_E_CD12,Claim Diagnosis E Code XII,
,hospice_base_claims,ICD_DGNS_E_VRSN_CD12,Claim Diagnosis E Code XII Diagnosis Version Code (ICD-9 or ICD-10),
,hospice_base_claims,CLM_HOSPC_START_DT_ID,Claim Hospice Start Date,
,hospice_base_claims,BENE_HOSPC_PRD_CNT,Beneficiary's Hospice Period Count,
,hospice_base_claims,DOB_DT,Date of Birth from Claim (Date),
,hospice_base_claims,GNDR_CD,Gender Code from Claim,
,hospice_base_claims,BENE_RACE_CD,Race Code from Claim,
,hospice_base_claims,BENE_CNTY_CD,County Code from Claim (SSA),
,hospice_base_claims,BENE_STATE_CD,State Code from Claim (SSA),
,hospice_base_claims,BENE_MLG_CNTCT_ZIP_CD,Zip Code of Residence from Claim,
,hospice_base_claims,CLM_MDCL_REC,Claim Medical Record Number,
A,pde_saf,PDE_ID,Encrypted 723 PDE ID,
A,pde_saf,BENE_ID,Encrypted 723 Beneficiary ID,
A,pde_saf,SRVC_DT,RX Service Date (DOS),
A,pde_saf,SRVC_PRVDR_ID_QLFYR_CD,Service Provider ID Qualifier Code,
A,pde_saf,SRVC_PRVDR_ID,Service Provider ID,
A,pde_saf,PRSCRBR_ID_QLFYR_CD,Prescriber ID Qualifier Code,
A,pde_saf,PRSCRBR_ID,Prescriber ID,
A,pde_saf,PROD_SRVC_ID,Product Service ID,
A,pde_saf,DAW_PROD_SLCTN_CD,Dispense as Written (DAW) Product Selection Code,
A,pde_saf,QTY_DSPNSD_NUM,Quantity Dispensed,
A,pde_saf,DAYS_SUPLY_NUM,Days Supply,
A,pde_saf,DSPNSNG_STUS_CD,Dispensing Status Code,
A,pde_saf,DRUG_CVRG_STUS_CD,Drug Coverage Status Code,
A,pde_saf,GDC_BLW_OOPT_AMT,Gross Drug Cost Below Out-of-Pocket Threshold (GDCB),
A,pde_saf,GDC_ABV_OOPT_AMT,Gross Drug Cost Above Out-of-Pocket Threshold (GDCA),
A,pde_saf,PTNT_PAY_AMT,Patient Pay Amount,
A,pde_saf,OTHR_TROOP_AMT,Other TrOOP Amount,
A,pde_saf,LICS_AMT,Low Income Cost Sharing Subsidy Amount (LICS),
A,pde_saf,PLRO_AMT,Patient Liability Reduction Due to Other Payer Amount (PLRO),
A,pde_saf,CVRD_D_PLAN_PD_AMT,Covered D Plan Paid Amount (CPP),
A,pde_saf,NCVRD_PLAN_PD_AMT,Non-Covered Plan Paid Amount (NPP),
A,pde_saf,TOT_RX_CST_AMT,Gross Drug Cost,
A,pde_saf,BN,Brand Name,
A,pde_saf,GCDF,Dosage Form Code,
A,pde_saf,GCDF_DESC,Dosage Form Code Description,
A,pde_saf,STR,Drug Strength Description,
A,pde_saf,GNN,Generic Name - Short Version,
A,pde_saf,BENEFIT_PHASE,The benefit phase of the Part D Event,
,outpatient_condition_codes,BENE_ID,Encrypted 723 Beneficiary ID,
,outpatient_condition_codes,CLM_ID,Encrypted Claim ID,
,outpatient_condition_codes,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,outpatient_condition_codes,RLT_COND_CD_SEQ,Claim Related Condition Code Sequence,
,outpatient_condition_codes,CLM_RLT_COND_CD,Claim Related Condition Code,
,hospice_revenue_center,BENE_ID,Encrypted 723 Beneficiary ID,
,hospice_revenue_center,CLM_ID,Encrypted Claim ID,
,hospice_revenue_center,CLM_THRU_DT,Claim Through Date  (Determines Year of Claim),
,hospice_revenue_center,CLM_LINE_NUM,Claim Line Number,
,hospice_revenue_center,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,hospice_revenue_center,REV_CNTR,Revenue Center Code,
,hospice_revenue_center,REV_CNTR_DT,Revenue Center Date,
,hospice_revenue_center,HCPCS_CD,Revenue Center Healthcare Common Procedure Coding System,
,hospice_revenue_center,HCPCS_1ST_MDFR_CD,Revenue Center HCPCS Initial Modifier Code,
,hospice_revenue_center,HCPCS_2ND_MDFR_CD,Revenue Center HCPCS Second Modifier Code,
,hospice_revenue_center,REV_CNTR_UNIT_CNT,Revenue Center Unit Count,
,hospice_revenue_center,REV_CNTR_RATE_AMT,Revenue Center Rate Amount,
,hospice_revenue_center,REV_CNTR_PRVDR_PMT_AMT,Revenue Center Provider Payment Amount,
,hospice_revenue_center,REV_CNTR_BENE_PMT_AMT,Revenue Center Beneficiary Payment Amount,
,hospice_revenue_center,REV_CNTR_PMT_AMT_AMT,Revenue Center Payment Amount Amount,
,hospice_revenue_center,REV_CNTR_TOT_CHRG_AMT,Revenue Center Total Charge Amount,
,hospice_revenue_center,REV_CNTR_NCVRD_CHRG_AMT,Revenue Center Non-Covered Charge Amount,
,hospice_revenue_center,REV_CNTR_DDCTBL_COINSRNC_CD,Revenue Center Deductible Coinsurance Code,
,hospice_revenue_center,REV_CNTR_NDC_QTY,Revenue Center NDC Quantity,
,hospice_revenue_center,REV_CNTR_NDC_QTY_QLFR_CD,Revenue Center NDC Quantity Qualifier Code,
,hospice_revenue_center,RNDRNG_PHYSN_UPIN,Revenue Center Rendering Physician UPIN,
,hospice_revenue_center,RNDRNG_PHYSN_NPI,Revenue Center Rendering Physician NPI,
,outpatient_span_codes,BENE_ID,Encrypted 723 Beneficiary ID,
,outpatient_span_codes,CLM_ID,Encrypted Claim ID,
,outpatient_span_codes,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,outpatient_span_codes,RLT_SPAN_CD_SEQ,Claim Related Span Code Sequence,
,outpatient_span_codes,CLM_SPAN_CD,Claim Occurrence Span Code,
,outpatient_span_codes,CLM_SPAN_FROM_DT,Claim Occurrence Span From Date,
,outpatient_span_codes,CLM_SPAN_THRU_DT,Claim Occurrence Span Through Date,
,bcarrier_claims,BENE_ID,Encrypted 723 Beneficiary ID,
,bcarrier_claims,CLM_ID,Encrypted Claim ID,
,bcarrier_claims,NCH_NEAR_LINE_REC_IDENT_CD,NCH Near Line Record Identification Code,
,bcarrier_claims,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,bcarrier_claims,CLM_FROM_DT,Claim From Date,
,bcarrier_claims,CLM_THRU_DT,Claim Through Date  (Determines Year of Claim),
,bcarrier_claims,NCH_WKLY_PROC_DT,NCH Weekly Claim Processing Date,
,bcarrier_claims,CARR_CLM_ENTRY_CD,Carrier Claim Entry Code,
,bcarrier_claims,CLM_DISP_CD,Claim Disposition Code,
,bcarrier_claims,CARR_NUM,Carrier Number,
,bcarrier_claims,CARR_CLM_PMT_DNL_CD,Carrier Claim Payment Denial Code,
,bcarrier_claims,CLM_PMT_AMT,Claim Payment Amount,
,bcarrier_claims,CARR_CLM_PRMRY_PYR_PD_AMT,Carrier Claim Primary Payer Paid Amount,
,bcarrier_claims,RFR_PHYSN_UPIN,Carrier Claim Refering Physician UPIN Number,
,bcarrier_claims,RFR_PHYSN_NPI,Carrier Claim Refering Physician NPI Number,
,bcarrier_claims,CARR_CLM_PRVDR_ASGNMT_IND_SW,Carrier Claim Provider Assignment Indicator Switch,
,bcarrier_claims,NCH_CLM_PRVDR_PMT_AMT,NCH Claim Provider Payment Amount,
,bcarrier_claims,NCH_CLM_BENE_PMT_AMT,NCH Claim Beneficiary Payment Amount,
,bcarrier_claims,NCH_CARR_CLM_SBMTD_CHRG_AMT,NCH Carrier Claim Submitted Charge Amount,
,bcarrier_claims,NCH_CARR_CLM_ALOWD_AMT,NCH Carrier Claim Allowed Charge Amount,
,bcarrier_claims,CARR_CLM_CASH_DDCTBL_APLD_AMT,Carrier Claim Cash Deductible Applied Amount,
,bcarrier_claims,CARR_CLM_HCPCS_YR_CD,Carrier Claim HCPCS Year Code,
,bcarrier_claims,CARR_CLM_RFRNG_PIN_NUM,Carrier Claim Referring PIN Number,
,bcarrier_claims,PRNCPAL_DGNS_CD,Primary Claim Diagnosis Code,
,bcarrier_claims,PRNCPAL_DGNS_VRSN_CD,Primary Claim Diagnosis Code Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD1,Claim Diagnosis Code I,
,bcarrier_claims,ICD_DGNS_VRSN_CD1,Claim Diagnosis Code I Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD2,Claim Diagnosis Code II,
,bcarrier_claims,ICD_DGNS_VRSN_CD2,Claim Diagnosis Code II Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD3,Claim Diagnosis Code III,
,bcarrier_claims,ICD_DGNS_VRSN_CD3,Claim Diagnosis Code III Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD4,Claim Diagnosis Code IV,
,bcarrier_claims,ICD_DGNS_VRSN_CD4,Claim Diagnosis Code IV Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD5,Claim Diagnosis Code V,
,bcarrier_claims,ICD_DGNS_VRSN_CD5,Claim Diagnosis Code V Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD6,Claim Diagnosis Code VI,
,bcarrier_claims,ICD_DGNS_VRSN_CD6,Claim Diagnosis Code VI Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD7,Claim Diagnosis Code VII,
,bcarrier_claims,ICD_DGNS_VRSN_CD7,Claim Diagnosis Code VII Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD8,Claim Diagnosis Code VIII,
,bcarrier_claims,ICD_DGNS_VRSN_CD8,Claim Diagnosis Code VIII Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD9,Claim Diagnosis Code IX,
,bcarrier_claims,ICD_DGNS_VRSN_CD9,Claim Diagnosis Code IX Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD10,Claim Diagnosis Code X,
,bcarrier_claims,ICD_DGNS_VRSN_CD10,Claim Diagnosis Code X Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD11,Claim Diagnosis Code XI,
,bcarrier_claims,ICD_DGNS_VRSN_CD11,Claim Diagnosis Code XI Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,ICD_DGNS_CD12,Claim Diagnosis Code XII,
,bcarrier_claims,ICD_DGNS_VRSN_CD12,Claim Diagnosis Code XII Diagnosis Version Code (ICD-9 or ICD-10),
,bcarrier_claims,CLM_CLNCL_TRIL_NUM,Clinical Trial Number,
,bcarrier_claims,DOB_DT,Date of Birth from Claim (Date),
,bcarrier_claims,GNDR_CD,Gender Code from Claim,
,bcarrier_claims,BENE_RACE_CD,Race Code from Claim,
,bcarrier_claims,BENE_CNTY_CD,County Code from Claim (SSA),
,bcarrier_claims,BENE_STATE_CD,State Code from Claim (SSA),
,bcarrier_claims,BENE_MLG_CNTCT_ZIP_CD,Zip Code of Residence from Claim,
,medpar_all,BENE_ID,Encrypted 723 Beneficiary ID,
,medpar_all,MEDPAR_ID,Unique Key for CCW MedPAR Table,
,medpar_all,MEDPAR_YR_NUM,Year of MedPAR Record,
,medpar_all,NCH_CLM_TYPE_CD,NCH Claim Type Code,
,medpar_all,BENE_IDENT_CD,BIC reported on first claim included in stay,
,medpar_all,EQTBL_BIC_CD,Equated BIC,
,medpar_all,BENE_AGE_CNT,Age as of Date of Admission.,
,medpar_all,BENE_SEX_CD,Sex of Beneficiary,
,medpar_all,BENE_RACE_CD,Race of Beneficiary,
,medpar_all,BENE_MDCR_STUS_CD,Reason for entitlement to Medicare benefits as of CLM_THRU_DT,
,medpar_all,BENE_RSDNC_SSA_STATE_CD,SSA standard state code of a beneficiarys residence.,
,medpar_all,BENE_RSDNC_SSA_CNTY_CD,SSA standard county code of a beneficiarys residence.,
,medpar_all,BENE_MLG_CNTCT_ZIP_CD,Zip code of the mailing address where the beneficiary may be contacted.,
,medpar_all,BENE_DSCHRG_STUS_CD,Code identifying status of patient as of CLM_THRU_DT,
,medpar_all,FICARR_IDENT_NUM,Intermediary processor identification,
,medpar_all,WRNG_IND_CD,Warn ind spcfyng dtld billing info obtnd frm clms analyzd for stay prcss,
,medpar_all,GHO_PD_CD,Code indicating whether or not GHO has paid provider for claim(s),
,medpar_all,PPS_IND_CD,Code indicating whether or not facility is being paid under PPS,
,medpar_all,ORG_NPI_NUM,Organization NPI Number,
,medpar_all,PRVDR_NUM,MEDPAR Provider Number,
,medpar_all,PRVDR_NUM_SPCL_UNIT_CD,Special num system code for hosp units that are PPS/SNF SB dsgntn excl.,
,medpar_all,SS_LS_SNF_IND_CD,"Code indicating whether stay is short stay, long stay, or SNF",
,medpar_all,ACTV_XREF_IND,Active Cross-Refference Indicator,
,medpar_all,SLCT_RSN_CD,Specifies whether this record is a case or control record.,
,medpar_all,STAY_FINL_ACTN_CLM_CNT,Claims (final action) included in stay,
,medpar_all,LTST_CLM_ACRTN_DT,Date latest claim incl in stay accreted to bene mstr rec at the CWF host,
,medpar_all,BENE_MDCR_BNFT_EXHST_DT,Last date beneficiary had Medicare coverage,
,medpar_all,SNF_QUALN_FROM_DT,Beginning date of beneficiarys qualifying stay,
,medpar_all,SNF_QUALN_THRU_DT,Ending date of beneficiarys qualifying stay,
,medpar_all,SRC_IP_ADMSN_CD,"Admssn to an Inp facility or, for newborn admssn, type of delivery code",
,medpar_all,IP_ADMSN_TYPE_CD,Type and priority of benes admission to facility for Inp hosp stay code,
,medpar_all,ADMSN_DAY_CD,Code indicating day of week beneficiary was admitted to facility.,
,medpar_all,ADMSN_DT,Date beneficiary admitted for Inpatient care or date care started,
,medpar_all,DSCHRG_DT,Date beneficiary was discharged or died,
,medpar_all,DSCHRG_DSTNTN_CD,Destination upon discharge from facility code,
,medpar_all,CVRD_LVL_CARE_THRU_DT,Date covered level of care ended in a SNF,
,medpar_all,BENE_DEATH_DT,Date beneficiary died,
,medpar_all,BENE_DEATH_DT_VRFY_CD,Death Date Verification Code,
,medpar_all,ADMSN_DEATH_DAY_CNT,Days from date admitted to facility to date of death,
,medpar_all,INTRNL_USE_SSI_IND_CD,MEDPAR Internal Use SSI Indicator Code,
,medpar_all,INTRNL_USE_SSI_DAY_CNT,MEDPAR Internal Use SSI Day Count,
,medpar_all,INTRNL_USE_SSI_DATA,Internal Use SSI Data,
,medpar_all,INTRNL_USE_IPSB_CD,For internal Use Only. IPSB Code,
,medpar_all,INTRNL_USE_FIL_DT_CD,For internal use only.  Fiscal year/calendar year segments.,
,medpar_all,INTRNL_USE_SMPL_SIZE_CD,For internal use.  MEDPAR sample size.,
,medpar_all,LOS_DAY_CNT,Days of beneficiarys stay in a hospital/SNF,
,medpar_all,OUTLIER_DAY_CNT,Days paid as outliers (either day or cost) under PPS beyond DRG threshld,
,medpar_all,UTLZTN_DAY_CNT,Covered days of care chargeable to Medicare utilization for stay,
,medpar_all,TOT_COINSRNC_DAY_CNT,MEDPAR Beneficiary Total Coinsurance Day Count,
,medpar_all,BENE_LRD_USE_CNT,Lifetime reserve days (LRD) used by beneficiary for stay,
,medpar_all,BENE_PTA_COINSRNC_AMT,Beneficiarys liability for part A coinsurance for stay ($),
,medpar_all,BENE_IP_DDCTBL_AMT,Beneficiarys liability for stay ($),
,medpar_all,BENE_BLOOD_DDCTBL_AMT,Beneficiarys liability for blood deductible for stay ($),
,medpar_all,BENE_PRMRY_PYR_CD,Primary payer responsibility code,
,medpar_all,BENE_PRMRY_PYR_AMT,Primry payer other than Medicare for covered Medicare chrgs for stay ($),
,medpar_all,DRG_CD,DRG Code,
,medpar_all,DRG_OUTLIER_STAY_CD,Cost or Day Outlier code,
,medpar_all,DRG_OUTLIER_PMT_AMT,Addtnl approved due to outlier situation over DRG allowance for stay ($),
,medpar_all,DRG_PRICE_AMT,"Wld hv bn pd if no dedctbls,coinsrnc,prmry payrs,otlrs were invlvd ($)",
,medpar_all,IP_DSPRPRTNT_SHR_AMT,Over the DRG amount for disproportionate share hospital for stay ($),
,medpar_all,IME_AMT,Additional payment made to teaching hospitals for IME for stay ($),
,medpar_all,PASS_THRU_AMT,Total of all claim pass thru for stay ($),
,medpar_all,TOT_PPS_CPTL_AMT,Total payable for capital PPS ($),
,medpar_all,IP_LOW_VOL_PYMT_AMT,Inpatient Low Volume Payment Amount.,
,medpar_all,TOT_CHRG_AMT,Total all charges for all srvcs provided to beneficiary for stay ($),
,medpar_all,TOT_CVR_CHRG_AMT,Portion of total charges covered by Medicare for stay ($),
,medpar_all,MDCR_PMT_AMT,Amt of payment from Medicare trust fund for srvcs covered by claim ($),
,medpar_all,ACMDTNS_TOT_CHRG_AMT,Total charge for all accommodations related to beneficiarys stay ($),
,medpar_all,DPRTMNTL_TOT_CHRG_AMT,Total charge for all ancillary depts related to beneficiarys stay ($),
,medpar_all,PRVT_ROOM_DAY_CNT,Private room days used by beneficiary for stay,
,medpar_all,SEMIPRVT_ROOM_DAY_CNT,Semi-private room days used by beneficiary for stay,
,medpar_all,WARD_DAY_CNT,Ward days used by beneficiary for stay,
,medpar_all,INTNSV_CARE_DAY_CNT,Intensive care days used by beneficiary for stay,
,medpar_all,CRNRY_CARE_DAY_CNT,Coronary care days used by beneficiary for stay,
,medpar_all,PRVT_ROOM_CHRG_AMT,Private room accommodations related to beneficiarys stay ($),
,medpar_all,SEMIPRVT_ROOM_CHRG_AMT,Semi-private room accommodations related to beneficiarys stay ($),
,medpar_all,WARD_CHRG_AMT,Ward accommodations related to beneficiarys stay ($),
